id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT000800,PJ0271,2026-01-25,telefone,receptiva,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000799,PJ0271,2026-01-31,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000798,PJ0271,2026-03-26,email,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000804,PJ0272,2026-04-22,email,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000805,PJ0272,2026-04-24,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000803,PJ0272,2026-06-13,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000802,PJ0272,2026-06-23,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000806,PJ0273,2026-05-06,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000807,PJ0274,2026-02-27,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000812,PJ0275,2025-12-08,portal,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000810,PJ0275,2025-12-10,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000809,PJ0275,2025-12-18,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000808,PJ0275,2025-12-25,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000811,PJ0275,2025-12-31,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000816,PJ0276,2025-12-15,email,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000815,PJ0276,2025-12-27,whatsapp,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000813,PJ0276,2026-01-10,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000814,PJ0276,2026-01-16,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000820,PJ0277,2026-01-09,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000819,PJ0277,2026-02-10,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000817,PJ0277,2026-02-15,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000818,PJ0277,2026-02-21,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000821,PJ0278,2026-04-16,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000822,PJ0278,2026-05-31,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000825,PJ0279,2026-03-03,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000823,PJ0279,2026-03-14,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000827,PJ0279,2026-03-17,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000826,PJ0279,2026-03-18,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000824,PJ0279,2026-03-26,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000829,PJ0280,2026-05-05,whatsapp,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000828,PJ0280,2026-05-14,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000830,PJ0281,2025-12-26,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000832,PJ0281,2025-12-28,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000831,PJ0281,2026-02-21,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000833,PJ0282,2026-04-10,email,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000835,PJ0283,2025-11-25,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000834,PJ0283,2025-12-04,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000838,PJ0284,2026-04-23,whatsapp,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000836,PJ0284,2026-05-02,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000837,PJ0284,2026-06-04,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000840,PJ0285,2025-12-17,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000839,PJ0285,2025-12-26,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000841,PJ0286,2026-02-11,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000843,PJ0286,2026-03-03,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000842,PJ0286,2026-03-19,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000846,PJ0287,2026-02-26,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000845,PJ0287,2026-03-08,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000844,PJ0287,2026-03-15,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000847,PJ0287,2026-04-21,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000849,PJ0288,2026-02-25,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000850,PJ0288,2026-03-06,email,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000852,PJ0288,2026-03-07,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000851,PJ0288,2026-03-13,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000848,PJ0288,2026-03-17,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000854,PJ0289,2026-04-09,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000853,PJ0289,2026-04-14,whatsapp,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000855,PJ0289,2026-04-18,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000856,PJ0289,2026-04-23,email,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000858,PJ0290,2026-01-06,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000857,PJ0290,2026-02-20,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000859,PJ0291,2025-11-17,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000861,PJ0291,2025-11-21,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000863,PJ0291,2025-11-22,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000860,PJ0291,2026-01-03,email,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000862,PJ0291,2026-01-11,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000865,PJ0292,2026-01-15,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000864,PJ0292,2026-03-20,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000866,PJ0293,2026-01-12,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000867,PJ0293,2026-01-22,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000868,PJ0294,2026-01-18,portal,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000870,PJ0294,2026-01-31,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000869,PJ0294,2026-02-08,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000871,PJ0295,2025-12-01,whatsapp,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000873,PJ0295,2025-12-11,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000875,PJ0295,2025-12-15,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000874,PJ0295,2025-12-22,telefone,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000872,PJ0295,2026-01-17,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000876,PJ0296,2026-04-10,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000877,PJ0297,2026-04-27,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000879,PJ0298,2026-01-12,telefone,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000881,PJ0298,2026-01-22,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000878,PJ0298,2026-01-29,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000880,PJ0298,2026-02-02,telefone,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000882,PJ0298,2026-03-21,telefone,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000883,PJ0299,2026-02-18,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000884,PJ0299,2026-02-20,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000887,PJ0300,2026-04-20,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000886,PJ0300,2026-05-18,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000888,PJ0300,2026-05-29,portal,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000885,PJ0300,2026-06-27,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000889,PJ0301,2026-02-16,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000891,PJ0301,2026-02-24,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000890,PJ0301,2026-03-09,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000892,PJ0301,2026-04-04,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000894,PJ0302,2026-01-23,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000893,PJ0302,2026-01-26,portal,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000896,PJ0303,2026-03-27,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000897,PJ0303,2026-03-30,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000895,PJ0303,2026-04-16,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000898,PJ0303,2026-05-26,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000899,PJ0304,2025-11-16,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000900,PJ0305,2025-12-15,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000901,PJ0305,2025-12-21,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000903,PJ0305,2025-12-21,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000904,PJ0305,2025-12-29,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000902,PJ0305,2026-01-06,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000906,PJ0306,2026-03-15,whatsapp,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000907,PJ0306,2026-04-10,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000905,PJ0306,2026-04-13,portal,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000908,PJ0307,2026-01-26,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000909,PJ0308,2026-06-15,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
